,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,cluster
9303,Maruti Wagon R,Maruti,Wagon R,4,18000,Dealer,Petrol,Manual,20.51,998,67.04,5,475000,0
9304,Honda Civic,Honda,Civic,11,80000,Dealer,Petrol,Manual,14.8,1799,130.2,5,285000,0
9305,Maruti Swift Dzire,Maruti,Swift Dzire,4,23000,Dealer,Petrol,Manual,20.85,1197,83.14,5,525000,0
9306,Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000,0
9307,Hyundai Tucson,Hyundai,Tucson,4,62450,Dealer,Diesel,Automatic,16.38,1995,182.46,5,1649000,1
9308,Honda City,Honda,City,6,67897,Dealer,Diesel,Manual,26.0,1498,98.6,5,635000,1
9309,Mahindra XUV500,Mahindra,XUV500,4,51524,Dealer,Diesel,Manual,16.0,1997,140.0,7,1285000,2
9310,Maruti Eeco,Maruti,Eeco,6,40000,Individual,Petrol,Manual,15.37,1196,73.0,7,215000,2
9311,Renault KWID,Renault,KWID,5,42000,Dealer,Petrol,Manual,25.17,799,53.3,5,295000,0
9312,Hyundai i10,Hyundai,i10,9,42000,Dealer,Petrol,Manual,20.36,1197,78.9,5,229000,0
9313,Maruti Swift Dzire,Maruti,Swift Dzire,6,46023,Dealer,Diesel,Manual,26.59,1248,74.0,5,575000,1
9314,Honda City,Honda,City,12,120000,Individual,Petrol,Manual,17.0,1497,118.0,5,350000,0
9315,Mahindra Scorpio,Mahindra,Scorpio,8,54000,Individual,Diesel,Manual,14.0,2523,75.0,7,525000,2
9316,Honda Jazz,Honda,Jazz,6,33066,Dealer,Petrol,Automatic,19.0,1199,88.7,5,625000,0
9317,Renault KWID,Renault,KWID,4,35914,Dealer,Petrol,Manual,23.01,999,67.0,5,380000,0
9318,Datsun GO,Datsun,GO,7,40000,Individual,Petrol,Manual,20.63,1198,67.0,5,200000,0
9319,Maruti Swift Dzire,Maruti,Swift Dzire,3,22251,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,5,600000,0
9320,Jaguar XF,Jaguar,XF,2,14000,Dealer,Diesel,Automatic,19.33,1999,177.0,5,4550000,1
9321,Hyundai Verna,Hyundai,Verna,3,4000,Dealer,Petrol,Manual,17.0,1591,121.3,5,950000,0
9322,Honda City,Honda,City,9,55584,Dealer,Petrol,Automatic,15.6,1497,116.3,5,450000,0
9323,Maruti Ciaz,Maruti,Ciaz,6,63000,Dealer,Diesel,Manual,28.09,1248,88.5,5,595000,1
9324,Maruti Swift,Maruti,Swift,13,60000,Individual,Petrol,Manual,16.1,1298,88.2,5,190000,0
9325,Maruti Swift,Maruti,Swift,9,43000,Individual,Petrol,Manual,18.6,1197,85.8,5,400000,0
9326,Maruti Swift Dzire,Maruti,Swift Dzire,11,70000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000,1
9327,Ford Ecosport,Ford,Ecosport,5,56000,Dealer,Diesel,Manual,23.0,1498,98.96,5,765000,1
9328,Mahindra Scorpio,Mahindra,Scorpio,2,30000,Dealer,Diesel,Manual,16.36,2179,120.0,7,1300000,2
9329,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,64212,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1000000,1
9330,Maruti XL6,Maruti,XL6,2,7669,Dealer,Petrol,Automatic,17.99,1462,103.2,6,1175000,2
9331,Honda City,Honda,City,6,66000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,1
9332,Hyundai i10,Hyundai,i10,12,34402,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000,0
9333,Hyundai Creta,Hyundai,Creta,5,98921,Dealer,Diesel,Manual,21.38,1396,88.7,5,850000,1
9334,Maruti Alto,Maruti,Alto,10,68000,Dealer,Petrol,Manual,20.92,998,67.1,5,265000,0
9335,Audi A6,Audi,A6,3,24000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3490000,1
9336,Maruti Ertiga,Maruti,Ertiga,3,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,760000,2
9337,Honda CR-V,Honda,CR-V,9,49049,Dealer,Petrol,Automatic,13.1,2354,141.1,5,750000,0
9338,Maruti Swift,Maruti,Swift,3,14000,Dealer,Diesel,Manual,28.4,1248,74.0,5,739000,1
9339,Hyundai Creta,Hyundai,Creta,5,62000,Individual,Diesel,Manual,19.67,1582,126.2,5,950000,1
9340,Renault KWID,Renault,KWID,4,20914,Dealer,Petrol,Manual,23.01,999,67.0,5,340000,0
9341,Mahindra Scorpio,Mahindra,Scorpio,10,120000,Individual,Diesel,Manual,12.05,2179,120.0,8,480000,2
9342,Tata Hexa,Tata,Hexa,4,110000,Individual,Diesel,Manual,17.6,2179,153.86,7,990000,2
9343,Isuzu D-Max,Isuzu,D-Max,4,58132,Dealer,Diesel,Manual,12.4,2499,134.0,5,1450000,1
9344,Mahindra Bolero,Mahindra,Bolero,13,95000,Individual,Diesel,Manual,13.6,2523,63.0,7,300000,2
9345,Toyota Innova,Toyota,Innova,4,40004,Dealer,Diesel,Manual,13.68,2393,147.8,8,1775000,2
9346,Hyundai i20,Hyundai,i20,5,64500,Individual,Diesel,Manual,22.54,1396,88.73,5,749000,1
9347,Tata Tiago,Tata,Tiago,5,60000,Individual,Diesel,Manual,27.28,1047,69.0,5,330000,1
9348,Ford Figo,Ford,Figo,6,67362,Dealer,Diesel,Manual,20.0,1399,68.05,5,445000,1
9349,Maruti Celerio,Maruti,Celerio,3,47064,Dealer,Petrol,Automatic,23.1,998,67.04,5,525000,0
9350,Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,20.5,1582,126.2,5,1300000,1
9351,Maruti Swift Dzire,Maruti,Swift Dzire,6,212000,Individual,Petrol,Manual,19.0,1197,85.8,5,200000,0
9352,Maruti Wagon R,Maruti,Wagon R,4,19971,Dealer,Petrol,Automatic,21.79,998,67.05,5,450000,0
9353,Maruti Celerio,Maruti,Celerio,7,55000,Dealer,Petrol,Automatic,23.1,998,67.04,5,425000,0
9354,Skoda Octavia,Skoda,Octavia,4,46000,Dealer,Diesel,Automatic,19.5,1968,141.0,5,1925000,1
9355,Toyota Innova,Toyota,Innova,2,27000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1950000,2
9356,Honda City,Honda,City,4,43000,Dealer,Petrol,Manual,17.8,1497,117.3,5,725000,0
9357,Honda City,Honda,City,4,62000,Dealer,Petrol,Manual,17.4,1497,117.6,5,760000,0
9358,Honda Jazz,Honda,Jazz,4,15000,Individual,Petrol,Manual,18.7,1199,88.7,5,700000,0
9359,Maruti Swift Dzire,Maruti,Swift Dzire,4,60000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,750000,1
9360,Tata Nexon,Tata,Nexon,2,24000,Dealer,Diesel,Manual,21.5,1497,108.5,5,900000,1
9361,Maruti Swift,Maruti,Swift,4,50000,Dealer,Diesel,Manual,28.4,1248,74.0,5,680000,1
9362,Ford Ecosport,Ford,Ecosport,4,26100,Dealer,Diesel,Manual,23.0,1498,98.96,5,700000,1
9363,Ford Ecosport,Ford,Ecosport,3,54400,Dealer,Diesel,Manual,21.7,1498,98.96,5,870000,1
9364,Ford Ecosport,Ford,Ecosport,6,80000,Individual,Diesel,Manual,22.77,1498,98.59,5,585000,1
9365,Ford Aspire,Ford,Aspire,2,50000,Individual,Diesel,Manual,26.1,1498,99.23,5,785000,1
9366,Hyundai i20,Hyundai,i20,3,20600,Individual,Petrol,Manual,18.6,1197,81.83,5,585000,0
9367,Maruti Celerio,Maruti,Celerio,3,21000,Individual,Petrol,Automatic,23.1,998,67.04,5,510000,0
9368,Maruti Vitara,Maruti,Vitara,5,70000,Dealer,Diesel,Manual,24.3,1248,88.5,5,680000,1
9369,Maruti Vitara,Maruti,Vitara,5,58000,Dealer,Diesel,Manual,24.3,1248,88.5,5,690000,1
9370,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,6577,Dealer,Petrol,Automatic,14.74,1991,181.03,5,3480000,0
9371,Honda Amaze,Honda,Amaze,8,51112,Dealer,Petrol,Automatic,15.5,1198,86.7,5,295000,0
9372,Ford Figo,Ford,Figo,11,87884,Dealer,Petrol,Manual,15.6,1196,70.0,5,180000,0
9373,Mahindra Scorpio,Mahindra,Scorpio,6,40000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1051000,2
9374,Mahindra XUV300,Mahindra,XUV300,1,4713,Trustmark Dealer,Petrol,Manual,17.0,1197,110.0,5,950000,0
9375,Hyundai i20,Hyundai,i20,12,96000,Dealer,Petrol,Manual,17.0,1197,80.0,5,275000,0
9376,Maruti Ertiga,Maruti,Ertiga,7,79000,Dealer,Diesel,Manual,25.47,1248,88.5,7,650000,2
9377,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,51000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1675000,1
9378,Maruti Vitara,Maruti,Vitara,5,100000,Individual,Diesel,Manual,24.3,1248,88.5,5,800000,1
9379,Hyundai Creta,Hyundai,Creta,5,20234,Trustmark Dealer,Petrol,Manual,15.8,1591,121.3,5,925000,0
9380,Maruti Ciaz,Maruti,Ciaz,5,115852,Dealer,Diesel,Manual,28.09,1248,88.5,5,655000,1
9381,Maruti Ciaz,Maruti,Ciaz,6,30000,Dealer,Petrol,Manual,20.73,1373,91.1,5,750000,0
9382,Hyundai Verna,Hyundai,Verna,7,61950,Dealer,Diesel,Manual,22.32,1582,126.32,5,550000,1
9383,Honda City,Honda,City,5,5730,Dealer,Petrol,Manual,17.4,1497,117.6,5,745000,0
9384,Hyundai i20,Hyundai,i20,5,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,510000,0
9385,Toyota Innova,Toyota,Innova,4,43000,Individual,Diesel,Manual,13.68,2393,147.8,7,1375000,2
9386,Maruti Vitara,Maruti,Vitara,5,74962,Dealer,Diesel,Manual,24.3,1248,88.5,5,681000,1
9387,Mahindra Bolero,Mahindra,Bolero,13,90000,Individual,Diesel,Manual,13.6,2523,63.0,7,230000,2
9388,Hyundai Grand,Hyundai,Grand,8,71719,Dealer,Petrol,Manual,18.9,1197,82.0,5,230000,0
9389,Renault Duster,Renault,Duster,8,110000,Individual,Diesel,Manual,20.45,1461,83.8,5,355000,1
9390,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,33999,Dealer,Petrol,Manual,12.3,1796,185.0,5,1350000,0
9391,Mahindra Bolero,Mahindra,Bolero,2,23000,Dealer,Diesel,Manual,15.96,2523,62.1,7,800000,2
9392,Maruti Swift,Maruti,Swift,2,18000,Dealer,Petrol,Manual,21.21,1197,81.8,5,740000,0
9393,Maruti Swift,Maruti,Swift,8,67000,Dealer,Diesel,Manual,28.4,1248,74.0,5,300000,1
9394,Maruti Baleno,Maruti,Baleno,3,24000,Dealer,Petrol,Manual,21.4,1197,83.1,5,635000,0
9395,Hyundai Verna,Hyundai,Verna,2,19608,Dealer,Petrol,Manual,17.0,1591,121.3,5,895000,0
9396,Land Rover Rover,Land Rover,Rover,5,56000,Dealer,Petrol,Automatic,12.63,1999,177.0,5,2890000,0
9397,BMW 3,BMW,3,4,72000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,3300000,1
9398,Hyundai Santro,Hyundai,Santro,2,2565,Trustmark Dealer,Petrol,Automatic,20.3,1086,68.07,5,550000,0
9399,Maruti Alto,Maruti,Alto,7,56332,Dealer,Petrol,Manual,23.95,998,67.05,5,285000,0
9400,Ford Ecosport,Ford,Ecosport,2,22346,Dealer,Petrol,Manual,17.0,1497,121.36,5,955000,0
9401,Maruti Swift,Maruti,Swift,12,105000,Individual,Diesel,Manual,17.8,1248,75.0,5,240000,1
9402,Maruti Celerio,Maruti,Celerio,7,39800,Dealer,Petrol,Automatic,23.1,998,67.04,5,375000,0
9403,BMW 7,BMW,7,14,60000,Dealer,Diesel,Automatic,14.49,2993,258.0,5,465000,1
9404,Maruti Swift Dzire,Maruti,Swift Dzire,8,33537,Dealer,Petrol,Manual,19.1,1197,85.8,5,420000,0
9405,Hyundai Grand,Hyundai,Grand,4,11700,Individual,Diesel,Manual,24.0,1186,73.97,5,580000,1
9406,Maruti Swift Dzire,Maruti,Swift Dzire,8,80000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000,1
9407,Maruti Baleno,Maruti,Baleno,4,15000,Individual,Petrol,Manual,21.4,1197,83.1,5,600000,0
9408,Jeep Compass,Jeep,Compass,4,29000,Dealer,Diesel,Manual,17.1,1956,170.0,5,1550000,1
9409,Hyundai i10,Hyundai,i10,8,37200,Dealer,Petrol,Manual,19.81,1086,68.05,5,250000,0
9410,Maruti Swift,Maruti,Swift,8,50000,Individual,Petrol,Manual,18.6,1197,85.8,5,370000,0
9411,Hyundai Verna,Hyundai,Verna,8,58000,Dealer,Diesel,Manual,22.32,1582,126.3,5,515000,1
9412,Honda Amaze,Honda,Amaze,8,78000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,500000,0
9413,Hyundai i20,Hyundai,i20,4,33000,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000,0
9414,Hyundai Santro,Hyundai,Santro,13,75000,Dealer,Petrol,Manual,17.92,1086,62.1,5,145000,0
9415,Honda Amaze,Honda,Amaze,5,49000,Dealer,Petrol,Manual,17.8,1198,86.7,5,495000,0
9416,Hyundai Creta,Hyundai,Creta,3,30000,Individual,Diesel,Manual,22.1,1396,88.7,5,920000,1
9417,Honda Amaze,Honda,Amaze,2,10000,Individual,Petrol,Manual,19.5,1199,88.76,5,650000,0
9418,Maruti Alto,Maruti,Alto,7,60000,Individual,Petrol,Manual,22.74,796,47.3,5,250000,0
9419,Hyundai Creta,Hyundai,Creta,4,20000,Individual,Petrol,Manual,13.0,1591,121.3,5,1035000,0
9420,Ford Ecosport,Ford,Ecosport,8,57000,Dealer,Diesel,Manual,22.7,1498,89.84,5,570000,1
9421,Mahindra XUV500,Mahindra,XUV500,7,110000,Individual,Diesel,Manual,15.1,2179,140.0,7,750000,2
9422,Audi A4,Audi,A4,9,38000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1175000,1
9423,Maruti Swift,Maruti,Swift,3,20000,Individual,Petrol,Manual,22.0,1197,81.8,5,587000,0
9424,Volkswagen Polo,Volkswagen,Polo,4,18171,Dealer,Petrol,Manual,16.2,1199,74.0,5,598000,0
9425,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,14,77000,Dealer,Diesel,Automatic,11.0,2987,198.5,5,750000,1
9426,Volkswagen Vento,Volkswagen,Vento,10,45000,Dealer,Petrol,Manual,15.04,1598,103.6,5,335000,0
9427,Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,360000,1
9428,Maruti Ertiga,Maruti,Ertiga,5,20000,Individual,CNG,Manual,17.5,1373,80.46,7,825000,2
9429,Volkswagen Vento,Volkswagen,Vento,8,45000,Dealer,Petrol,Automatic,14.4,1598,103.6,5,465000,0
9430,Honda City,Honda,City,8,62000,Dealer,Petrol,Manual,16.8,1497,116.3,5,465000,0
9431,Hyundai i20,Hyundai,i20,8,50000,Individual,Petrol,Manual,18.5,1197,82.85,5,425000,0
9432,Maruti Wagon R,Maruti,Wagon R,10,120000,Individual,Petrol,Manual,18.9,998,67.1,5,192000,0
9433,Hyundai i10,Hyundai,i10,5,70038,Dealer,Petrol,Manual,19.81,1086,68.05,5,420000,0
9435,Maruti Alto,Maruti,Alto,8,45019,Dealer,Petrol,Manual,22.74,796,47.3,5,285000,0
9436,Toyota Fortuner,Toyota,Fortuner,11,240000,Dealer,Diesel,Manual,11.5,2982,171.0,7,890000,2
9437,Ford Ecosport,Ford,Ecosport,2,11458,Dealer,Diesel,Manual,21.7,1498,98.96,5,990000,1
9438,Tata Hexa,Tata,Hexa,4,78000,Individual,Diesel,Manual,17.6,2179,153.86,7,1300000,2
9439,Maruti Alto,Maruti,Alto,6,90145,Dealer,Petrol,Manual,22.74,796,47.3,5,290000,0
9440,Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5,785000,0
9441,Datsun GO,Datsun,GO,3,68000,Individual,Petrol,Manual,19.83,1198,67.0,5,370000,0
9442,Hyundai i10,Hyundai,i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,190000,0
9443,Honda City,Honda,City,4,59000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,900000,0
9444,Maruti Celerio,Maruti,Celerio,2,35000,Dealer,Petrol,Automatic,23.1,998,67.04,5,480000,0
9445,Maruti Swift Dzire,Maruti,Swift Dzire,7,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,500000,1
9446,Toyota Innova,Toyota,Innova,6,165000,Individual,Diesel,Manual,12.99,2494,100.6,7,830000,2
9447,Honda City,Honda,City,11,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,330000,0
9448,Honda City,Honda,City,5,34000,Individual,Diesel,Manual,26.0,1498,98.6,5,1025000,1
9449,Maruti Swift Dzire,Maruti,Swift Dzire,9,60000,Dealer,Diesel,Manual,19.3,1248,73.9,5,370000,1
9450,Toyota Fortuner,Toyota,Fortuner,4,40000,Individual,Diesel,Manual,14.24,2755,174.5,7,3000000,2
9451,Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,530000,1
9452,Maruti Alto,Maruti,Alto,2,8000,Dealer,Petrol,Automatic,23.95,998,67.05,5,415000,0
9453,Hyundai Grand,Hyundai,Grand,5,22000,Dealer,Diesel,Manual,24.0,1120,70.0,5,625000,1
9454,Mahindra Bolero,Mahindra,Bolero,4,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,690000,2
9455,Honda City,Honda,City,6,48000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,1
9456,Volkswagen Polo,Volkswagen,Polo,8,73000,Dealer,Diesel,Manual,22.07,1199,73.9,5,420000,1
9457,Mahindra Scorpio,Mahindra,Scorpio,9,89000,Dealer,Diesel,Manual,12.05,2179,120.0,8,695000,2
9458,Honda City,Honda,City,12,77000,Dealer,Petrol,Manual,17.0,1497,118.0,5,385000,0
9459,BMW 3,BMW,3,11,83001,Dealer,Diesel,Automatic,16.07,1995,181.0,5,1175000,1
9460,Maruti Wagon R,Maruti,Wagon R,6,80000,Individual,CNG,Manual,26.6,998,58.16,5,300000,1
9461,Maruti Swift,Maruti,Swift,7,64000,Dealer,Diesel,Manual,28.4,1248,74.0,5,440000,1
9462,Hyundai i20,Hyundai,i20,10,42000,Dealer,Petrol,Automatic,15.0,1396,100.0,5,485000,0
9463,Renault KWID,Renault,KWID,4,29847,Dealer,Petrol,Automatic,24.04,999,67.0,5,485000,0
9464,Mahindra Scorpio,Mahindra,Scorpio,15,200000,Individual,Diesel,Manual,10.5,2179,120.0,8,250000,2
9465,Volkswagen Polo,Volkswagen,Polo,6,81544,Dealer,Petrol,Automatic,17.21,1197,103.6,5,685000,0
9466,Maruti Wagon R,Maruti,Wagon R,13,90000,Individual,LPG,Manual,17.3,1061,57.5,5,190000,1
9467,Maruti Swift Dzire,Maruti,Swift Dzire,8,145495,Individual,Diesel,Manual,23.4,1248,74.0,5,550000,1
9468,Toyota Innova,Toyota,Innova,8,95000,Dealer,Diesel,Manual,12.99,2494,100.6,8,925000,2
9469,Maruti Eeco,Maruti,Eeco,3,20000,Individual,Petrol,Manual,15.37,1196,73.0,5,350000,0
9470,Hyundai Verna,Hyundai,Verna,4,36000,Dealer,Diesel,Manual,23.9,1582,126.2,5,860000,1
9471,Ford Figo,Ford,Figo,5,145000,Individual,Diesel,Manual,25.83,1498,99.0,5,400000,1
9472,Mahindra Bolero,Mahindra,Bolero,10,106000,Dealer,Diesel,Manual,13.6,2523,63.0,7,540000,2
9474,Maruti Alto,Maruti,Alto,11,50000,Individual,Petrol,Manual,20.92,998,67.1,5,225000,0
9475,Hyundai i10,Hyundai,i10,11,68000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,325000,0
9476,Mahindra Scorpio,Mahindra,Scorpio,4,37000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1090000,2
9477,Maruti Swift,Maruti,Swift,6,66000,Individual,Diesel,Manual,25.2,1248,74.0,5,520000,1
9478,Skoda Rapid,Skoda,Rapid,8,54000,Dealer,Diesel,Manual,20.5,1598,103.5,5,365000,1
9479,Honda City,Honda,City,4,25000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,985000,0
9480,Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,230000,0
9481,Maruti Alto,Maruti,Alto,9,19455,Dealer,Petrol,Manual,19.7,796,46.3,5,185000,0
9482,Datsun GO,Datsun,GO,6,61107,Dealer,Petrol,Manual,19.02,1198,67.05,5,350000,0
9483,Hyundai Creta,Hyundai,Creta,5,85000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1040000,1
9484,Maruti S-Presso,Maruti,S-Presso,1,1000,Individual,Petrol,Manual,21.7,998,67.0,5,490000,0
9485,Renault KWID,Renault,KWID,2,18000,Dealer,Petrol,Manual,23.01,999,67.0,5,470000,0
9486,Hyundai Verna,Hyundai,Verna,3,9000,Dealer,Petrol,Manual,17.0,1591,121.3,5,1195000,0
9487,Honda CR-V,Honda,CR-V,5,55000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1575000,0
9488,Tata Tiago,Tata,Tiago,5,13552,Dealer,Petrol,Manual,23.84,1199,84.0,5,450000,0
9489,Toyota Fortuner,Toyota,Fortuner,9,51000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1265000,2
9490,Kia Carnival,Kia,Carnival,1,8800,Dealer,Diesel,Automatic,14.11,2199,197.2,7,3200000,2
9491,Honda City,Honda,City,5,85000,Individual,Diesel,Manual,26.0,1498,98.6,5,900000,1
9492,Hyundai i20,Hyundai,i20,4,37015,Dealer,Petrol,Manual,18.6,1197,81.83,5,695000,0
9493,Audi A4,Audi,A4,8,79000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1210000,1
9494,Maruti Swift,Maruti,Swift,4,58832,Dealer,Diesel,Manual,25.2,1248,74.0,5,675000,1
9495,Maruti Alto,Maruti,Alto,10,72715,Dealer,Petrol,Manual,20.92,998,67.1,5,210000,0
9496,Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,24.7,796,47.3,5,280000,0
9497,Maruti Baleno,Maruti,Baleno,5,59434,Dealer,Petrol,Manual,21.01,1197,81.8,5,599000,0
9498,Tata Hexa,Tata,Hexa,3,34000,Dealer,Diesel,Automatic,17.6,2179,153.86,7,1490000,2
9499,Maruti Celerio,Maruti,Celerio,4,55000,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000,0
9500,Toyota Innova,Toyota,Innova,4,87000,Dealer,Diesel,Manual,13.68,2393,147.51,8,1835000,2
9501,Toyota Innova,Toyota,Innova,4,27000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1485000,2
9502,Hyundai i20,Hyundai,i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,565000,0
9503,Mahindra Marazzo,Mahindra,Marazzo,2,15000,Individual,Diesel,Manual,17.3,1497,121.0,7,980000,2
9504,Maruti Swift,Maruti,Swift,8,100000,Individual,Diesel,Manual,22.9,1248,74.0,5,320000,1
9505,Datsun GO,Datsun,GO,6,45000,Individual,Petrol,Manual,19.44,1198,67.0,7,275000,2
9506,Hyundai Verna,Hyundai,Verna,4,49000,Dealer,Diesel,Manual,23.9,1582,126.2,5,949000,1
9507,Hyundai Grand,Hyundai,Grand,6,39000,Dealer,Petrol,Manual,18.9,1197,82.0,5,410000,0
9508,Honda WR-V,Honda,WR-V,3,40000,Individual,Diesel,Manual,25.5,1498,98.6,5,1000000,1
9509,Audi A4,Audi,A4,9,40000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1195000,1
9510,Skoda Rapid,Skoda,Rapid,9,85000,Dealer,Diesel,Manual,20.5,1598,103.5,5,350000,1
9511,Mahindra XUV500,Mahindra,XUV500,6,55000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000,2
9512,BMW 3,BMW,3,3,70000,Dealer,Petrol,Automatic,15.34,1998,248.0,5,3400000,0
9513,Maruti Alto,Maruti,Alto,12,46000,Dealer,Petrol,Manual,19.7,796,46.3,5,150000,0
9514,Renault Duster,Renault,Duster,8,88000,Dealer,Diesel,Manual,20.45,1461,83.8,5,450000,1
9515,Maruti Ciaz,Maruti,Ciaz,6,49000,Dealer,Diesel,Manual,28.09,1248,88.5,5,565000,1
9516,Honda City,Honda,City,14,77034,Dealer,Petrol,Manual,16.9,1497,100.0,5,230000,0
9517,Mahindra Scorpio,Mahindra,Scorpio,9,65253,Dealer,Diesel,Manual,12.05,2179,120.0,8,448000,2
9518,Honda City,Honda,City,3,25000,Individual,Petrol,Manual,17.4,1497,117.3,5,750000,0
9519,Toyota Innova,Toyota,Innova,4,47000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1745000,2
9520,Hyundai i20,Hyundai,i20,4,32000,Dealer,Petrol,Manual,18.6,1197,81.83,5,600000,0
9521,Hyundai Grand,Hyundai,Grand,3,50000,Dealer,Diesel,Manual,24.0,1186,73.97,5,550000,1
9522,Hyundai i20,Hyundai,i20,4,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,630000,0
9523,Hyundai i20,Hyundai,i20,5,17000,Individual,Petrol,Manual,17.19,1197,81.86,5,720000,0
9524,Ford Ecosport,Ford,Ecosport,2,14000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,980000,0
9525,Maruti Alto,Maruti,Alto,8,50000,Individual,Petrol,Manual,20.92,998,67.1,5,210000,0
9526,Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,295000,0
9527,Ford Ecosport,Ford,Ecosport,6,50000,Individual,Petrol,Manual,15.85,1499,110.4,5,540000,0
9528,Maruti Alto,Maruti,Alto,8,48000,Individual,Petrol,Manual,22.74,796,47.3,5,200000,0
9529,Maruti Alto,Maruti,Alto,9,70000,Individual,Petrol,Manual,19.7,796,46.3,5,200000,0
9530,Maruti Baleno,Maruti,Baleno,5,48000,Individual,Petrol,Automatic,21.4,1197,83.1,5,625000,0
9531,Hyundai i20,Hyundai,i20,6,72000,Dealer,Diesel,Manual,21.27,1396,88.76,5,600000,1
9532,Maruti Swift,Maruti,Swift,7,42120,Dealer,Petrol,Manual,18.6,1197,85.8,5,470000,0
9533,Hyundai i10,Hyundai,i10,9,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,240000,0
9534,Ford Figo,Ford,Figo,9,32000,Dealer,Petrol,Manual,15.6,1196,70.02,5,315000,0
9535,Maruti Alto,Maruti,Alto,1,1500,Individual,Petrol,Manual,22.05,796,47.3,5,350000,0
9536,Honda City,Honda,City,5,40000,Individual,Petrol,Automatic,18.0,1497,117.3,5,845000,0
9537,Honda City,Honda,City,9,51000,Dealer,Petrol,Manual,16.8,1497,116.3,5,440000,0
9538,Hyundai Tucson,Hyundai,Tucson,3,12000,Dealer,Petrol,Automatic,12.95,1999,152.88,5,1765000,0
9539,Mahindra Scorpio,Mahindra,Scorpio,12,120000,Individual,Diesel,Manual,12.05,2179,120.0,7,400000,2
9540,Maruti Swift,Maruti,Swift,8,90145,Dealer,Diesel,Manual,28.4,1248,74.0,5,350000,1
9541,Volkswagen Polo,Volkswagen,Polo,7,35000,Individual,Petrol,Manual,16.47,1198,74.0,5,530000,0
9542,Maruti Ciaz,Maruti,Ciaz,6,73000,Dealer,Petrol,Manual,20.73,1373,91.1,5,550000,0
9544,Honda City,Honda,City,5,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,1
