,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,cluster
5693,Mahindra Scorpio,Mahindra,Scorpio,8,93000,Dealer,Diesel,Manual,12.05,2179,120.0,8,770000,2
5694,Renault KWID,Renault,KWID,3,34000,Dealer,Petrol,Manual,23.01,999,67.0,5,460000,3
5695,Hyundai i20,Hyundai,i20,7,71000,Dealer,Diesel,Manual,21.27,1396,88.76,5,550000,0
5696,Ford Ecosport,Ford,Ecosport,5,43000,Dealer,Petrol,Automatic,15.63,1499,110.4,5,750000,1
5697,Hyundai Creta,Hyundai,Creta,3,66000,Individual,Diesel,Manual,21.38,1396,88.7,5,870000,0
5698,Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000,0
5699,Hyundai Verna,Hyundai,Verna,9,60000,Dealer,Diesel,Manual,22.32,1582,126.32,5,525000,0
5700,Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Manual,17.0,1591,121.3,5,1030000,1
5701,Honda Amaze,Honda,Amaze,5,49000,Dealer,Petrol,Manual,17.8,1198,86.7,5,495000,3
5703,Hyundai Creta,Hyundai,Creta,4,30000,Individual,Petrol,Manual,15.29,1591,121.3,5,780000,1
5704,Mahindra XUV500,Mahindra,XUV500,5,129615,Dealer,Diesel,Manual,16.0,2179,140.0,7,1300000,2
5705,Maruti Swift,Maruti,Swift,2,21750,Individual,Petrol,Manual,22.0,1197,81.8,5,580000,1
5706,Jeep Compass,Jeep,Compass,3,20000,Individual,Petrol,Manual,16.0,1368,160.0,5,1472000,1
5707,Hyundai Santro,Hyundai,Santro,7,55000,Dealer,Petrol,Manual,17.92,1086,62.1,5,350000,3
5709,Maruti Wagon R,Maruti,Wagon R,4,10000,Individual,Petrol,Manual,20.51,998,67.04,5,420000,1
5710,Maruti Alto,Maruti,Alto,17,85000,Dealer,Petrol,Manual,19.7,796,46.3,5,135000,3
5711,Maruti Alto,Maruti,Alto,4,50000,Individual,Petrol,Manual,24.7,796,47.3,5,280000,3
5712,Maruti Ertiga,Maruti,Ertiga,2,20000,Individual,Diesel,Manual,25.47,1248,88.5,7,1064000,0
5713,Maruti Alto,Maruti,Alto,6,68000,Dealer,Petrol,Manual,22.74,796,47.3,5,270000,3
5715,Maruti Ertiga,Maruti,Ertiga,7,79000,Dealer,Diesel,Manual,25.47,1248,88.5,7,650000,0
5716,Maruti Swift Dzire,Maruti,Swift Dzire,4,51000,Dealer,Diesel,Manual,26.59,1248,74.0,5,700000,0
5717,Datsun GO,Datsun,GO,5,60000,Individual,Petrol,Manual,20.63,1198,67.0,5,320000,3
5718,Maruti Swift Dzire,Maruti,Swift Dzire,5,15000,Dealer,Petrol,Manual,22.0,1197,81.8,5,657000,1
5719,Maruti Alto,Maruti,Alto,11,27000,Dealer,Petrol,Manual,19.7,796,46.3,5,220000,3
5720,Honda Jazz,Honda,Jazz,5,72000,Dealer,Petrol,Manual,18.2,1199,88.7,5,525000,1
5721,Hyundai Creta,Hyundai,Creta,4,75000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1175000,2
5722,Hyundai i20,Hyundai,i20,3,29000,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000,1
5723,Hyundai i20,Hyundai,i20,9,60000,Individual,Diesel,Manual,21.9,1396,88.76,5,360000,0
5724,Maruti Swift,Maruti,Swift,9,100000,Individual,Diesel,Manual,22.9,1248,74.0,5,300000,0
5725,Toyota Innova,Toyota,Innova,4,94000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1550000,2
5726,Tata Hexa,Tata,Hexa,3,50000,Individual,Diesel,Manual,17.6,2179,153.86,7,1300000,2
5727,Datsun GO,Datsun,GO,5,20000,Individual,Petrol,Manual,20.62,1198,67.0,7,350000,1
5729,Maruti Baleno,Maruti,Baleno,4,40000,Individual,Diesel,Manual,27.39,1248,74.0,5,750000,0
5730,Mahindra KUV100,Mahindra,KUV100,1,35000,Individual,Diesel,Manual,25.32,1198,77.0,6,786000,0
5731,Toyota Innova,Toyota,Innova,2,27000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1950000,2
5732,Maruti Baleno,Maruti,Baleno,1,3000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000,1
5733,Maruti Swift Dzire,Maruti,Swift Dzire,13,84500,Individual,Petrol,Manual,17.5,1197,85.8,5,200000,3
5734,Toyota Fortuner,Toyota,Fortuner,4,43200,Individual,Diesel,Manual,14.24,2755,174.5,7,2450000,2
5735,Maruti Swift Dzire,Maruti,Swift Dzire,4,32000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,785000,0
5736,Honda City,Honda,City,11,93000,Individual,Petrol,Manual,17.0,1497,118.0,5,276000,3
5737,BMW 3,BMW,3,7,52500,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1875000,2
5738,Ford Ecosport,Ford,Ecosport,8,70222,Dealer,Diesel,Manual,22.7,1498,89.84,5,485000,0
5739,Hyundai i20,Hyundai,i20,8,105000,Dealer,Diesel,Manual,21.9,1396,88.76,5,450000,3
5740,Maruti Alto,Maruti,Alto,12,110000,Individual,Petrol,Manual,24.7,796,47.3,5,150000,3
5741,Honda Jazz,Honda,Jazz,6,33066,Dealer,Petrol,Automatic,19.0,1199,88.7,5,625000,1
5742,Hyundai Santro,Hyundai,Santro,2,5000,Individual,Petrol,Automatic,20.3,1086,68.0,5,530000,1
5743,Hyundai Grand,Hyundai,Grand,6,20000,Individual,Petrol,Manual,18.9,1197,82.0,5,450000,1
5744,Maruti Swift Dzire,Maruti,Swift Dzire,7,74000,Dealer,Diesel,Manual,23.4,1248,74.0,5,460000,0
5745,Maruti Alto,Maruti,Alto,6,29678,Dealer,Petrol,Manual,22.74,796,47.3,5,299000,1
5746,Honda Amaze,Honda,Amaze,5,120000,Individual,Diesel,Manual,25.8,1498,98.6,5,470000,0
5747,Maruti Alto,Maruti,Alto,6,35000,Individual,Petrol,Manual,22.74,796,47.3,5,270000,3
5748,Maruti Swift,Maruti,Swift,4,50000,Dealer,Diesel,Manual,28.4,1248,74.0,5,650000,0
5749,Tata Tiago,Tata,Tiago,3,5381,Dealer,Petrol,Manual,23.84,1199,84.0,5,499000,1
5750,Maruti S-Presso,Maruti,S-Presso,2,10000,Individual,Petrol,Manual,21.7,998,67.0,5,425000,1
5752,Ford Ecosport,Ford,Ecosport,5,72000,Dealer,Diesel,Manual,21.7,1498,98.96,5,690000,0
5753,Hyundai Venue,Hyundai,Venue,2,40000,Dealer,Diesel,Manual,23.7,1493,98.6,5,1080000,0
5754,Maruti Alto,Maruti,Alto,3,33026,Trustmark Dealer,Petrol,Manual,24.7,796,47.3,5,328000,3
5755,Ford Ecosport,Ford,Ecosport,4,65000,Dealer,Diesel,Manual,21.7,1498,98.96,5,650000,0
5756,Maruti Ignis,Maruti,Ignis,4,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5,700000,1
5757,Volkswagen Vento,Volkswagen,Vento,10,72000,Dealer,Diesel,Manual,20.54,1598,103.6,5,370000,3
5758,Hyundai Grand,Hyundai,Grand,6,55000,Dealer,Petrol,Manual,18.9,1197,82.0,5,445000,3
5759,Renault KWID,Renault,KWID,3,14000,Individual,Petrol,Manual,23.01,999,67.0,5,370000,1
5760,Honda City,Honda,City,3,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5,1300000,1
5761,Ford Aspire,Ford,Aspire,5,57500,Individual,Diesel,Manual,25.83,1498,99.0,5,536000,0
5762,Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,750000,0
5763,Skoda Rapid,Skoda,Rapid,6,85000,Dealer,Diesel,Manual,20.5,1598,103.5,5,575000,0
5764,Maruti Alto,Maruti,Alto,5,31488,Dealer,Petrol,Manual,24.7,796,47.3,5,300000,3
5765,Toyota Glanza,Toyota,Glanza,2,15000,Individual,Petrol,Manual,23.87,1197,88.5,5,747000,1
5766,Toyota Innova,Toyota,Innova,4,165000,Individual,Diesel,Manual,13.68,2393,147.8,7,1225000,2
5767,Datsun redi-GO,Datsun,redi-GO,4,34000,Dealer,Petrol,Manual,21.7,999,67.05,5,249000,3
5768,Maruti Swift Dzire,Maruti,Swift Dzire,7,102000,Dealer,Diesel,Manual,19.3,1248,73.9,5,550000,0
5769,Maruti Swift Dzire,Maruti,Swift Dzire,7,68590,Dealer,Diesel,Manual,23.4,1248,74.0,5,475000,0
5770,Hyundai i20,Hyundai,i20,1,72800,Dealer,Diesel,Manual,25.2,1493,98.63,5,500000,0
5771,Maruti Alto,Maruti,Alto,6,50000,Individual,Petrol,Manual,22.74,796,47.3,5,220000,3
5772,Maruti Alto,Maruti,Alto,5,31000,Dealer,Petrol,Manual,22.74,796,47.3,5,280000,3
5773,Honda City,Honda,City,3,19000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1150000,1
5774,Hyundai Verna,Hyundai,Verna,8,61827,Dealer,Diesel,Automatic,22.32,1582,126.32,5,711000,2
5775,Maruti Wagon R,Maruti,Wagon R,13,70000,Individual,LPG,Manual,17.3,1061,57.5,5,117000,0
5776,Hyundai i20,Hyundai,i20,5,73251,Dealer,Diesel,Manual,22.54,1396,88.73,5,595000,0
5777,Honda Amaze,Honda,Amaze,7,105000,Individual,Diesel,Manual,25.8,1498,98.6,5,420000,0
5778,Maruti Ignis,Maruti,Ignis,4,22000,Dealer,Petrol,Automatic,20.89,1197,81.8,5,570000,1
5779,Honda City,Honda,City,14,146000,Individual,Petrol,Manual,17.7,1497,78.0,5,125000,3
5780,Maruti Swift Dzire,Maruti,Swift Dzire,5,42000,Dealer,Petrol,Manual,20.85,1197,83.14,5,560000,1
5781,Toyota Innova,Toyota,Innova,3,65000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1950000,2
5782,Maruti Swift,Maruti,Swift,5,25000,Dealer,Petrol,Manual,22.0,1197,81.8,5,525000,1
5783,Hyundai i20,Hyundai,i20,6,51000,Dealer,Diesel,Manual,22.54,1396,88.73,5,590000,0
5784,Honda Jazz,Honda,Jazz,5,13001,Dealer,Petrol,Manual,18.7,1199,88.7,5,650000,1
5785,Maruti Wagon R,Maruti,Wagon R,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,300000,3
5786,Skoda Rapid,Skoda,Rapid,8,60000,Individual,Diesel,Manual,20.5,1598,103.5,5,350000,0
5787,Hyundai i20,Hyundai,i20,1,15000,Individual,Petrol,Manual,20.35,1197,81.86,5,670000,1
5788,Hyundai i20,Hyundai,i20,7,81000,Dealer,Diesel,Manual,22.54,1396,88.73,5,475000,0
5789,Maruti Wagon R,Maruti,Wagon R,12,76000,Dealer,Petrol,Manual,14.0,1061,64.0,5,195000,3
5791,Ford Figo,Ford,Figo,8,98500,Individual,Diesel,Manual,20.0,1399,68.05,5,250000,3
5792,Hyundai Santro,Hyundai,Santro,2,10000,Individual,Petrol,Automatic,20.3,1086,68.0,5,575000,1
5793,Maruti Ciaz,Maruti,Ciaz,4,130000,Individual,Diesel,Manual,28.09,1248,88.5,5,695000,0
5794,Honda CR-V,Honda,CR-V,14,155000,Dealer,Petrol,Automatic,10.1,2354,152.0,5,475000,2
5795,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,35000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,2395000,2
5796,Volkswagen Vento,Volkswagen,Vento,9,78762,Dealer,Petrol,Manual,15.04,1598,103.6,5,428000,3
5797,Renault KWID,Renault,KWID,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,250000,1
5798,Ford Ecosport,Ford,Ecosport,6,52000,Dealer,Diesel,Manual,23.0,1498,98.96,5,650000,0
5799,Tata Hexa,Tata,Hexa,4,25000,Individual,Diesel,Manual,17.6,2179,153.86,7,1500000,2
5800,Honda City,Honda,City,5,93877,Individual,Petrol,Manual,17.8,1497,117.3,5,800000,1
5801,Toyota Fortuner,Toyota,Fortuner,9,149000,Individual,Diesel,Manual,12.55,2982,168.5,7,1800000,2
5802,Mahindra Scorpio,Mahindra,Scorpio,7,70000,Individual,Diesel,Manual,12.05,2179,120.0,9,595000,2
5803,Tata Tiago,Tata,Tiago,4,28628,Dealer,Diesel,Manual,27.28,1047,69.0,5,590000,0
5804,Mahindra XUV500,Mahindra,XUV500,6,120000,Individual,Diesel,Manual,16.0,2179,140.0,7,850000,2
5805,Honda Amaze,Honda,Amaze,2,5000,Individual,Petrol,Manual,19.5,1199,88.76,5,720000,1
5806,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,51000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1675000,2
5807,Maruti Baleno,Maruti,Baleno,3,15000,Individual,Petrol,Manual,21.4,1197,83.1,5,710000,1
5808,Maruti Swift,Maruti,Swift,6,36000,Dealer,Petrol,Manual,18.6,1197,85.8,5,550000,1
5809,Maruti Wagon R,Maruti,Wagon R,5,50000,Individual,Petrol,Manual,20.51,998,67.04,5,425000,3
5810,Volkswagen Polo,Volkswagen,Polo,6,40000,Individual,Diesel,Manual,20.14,1498,88.8,5,450000,0
5811,Maruti Wagon R,Maruti,Wagon R,3,10000,Individual,Petrol,Manual,20.51,998,67.04,5,391000,1
5812,Renault KWID,Renault,KWID,4,22017,Dealer,Petrol,Manual,23.01,999,67.0,5,380000,1
5813,Maruti Swift,Maruti,Swift,3,39000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,765000,0
5815,Maruti Alto,Maruti,Alto,5,24779,Dealer,Petrol,Automatic,23.95,998,67.05,5,360000,1
5816,Maruti Alto,Maruti,Alto,11,70000,Individual,Petrol,Manual,19.7,796,46.3,5,150000,3
5818,Maruti Wagon R,Maruti,Wagon R,13,120000,Individual,LPG,Manual,17.3,1061,57.5,5,140000,0
5819,Ford Ecosport,Ford,Ecosport,8,60000,Dealer,Diesel,Manual,22.7,1498,89.84,5,585000,0
5820,Audi A4,Audi,A4,10,95000,Dealer,Petrol,Automatic,15.64,1798,167.62,5,1000000,2
5821,Volkswagen Vento,Volkswagen,Vento,3,31900,Dealer,Diesel,Manual,22.27,1498,108.6,5,1025000,0
5822,Maruti Wagon R,Maruti,Wagon R,2,32000,Dealer,Petrol,Automatic,20.52,1197,81.8,5,525000,1
5823,Renault Duster,Renault,Duster,5,92370,Dealer,Diesel,Manual,19.01,1461,108.45,5,650000,0
5824,Maruti Swift Dzire,Maruti,Swift Dzire,5,90503,Dealer,Diesel,Manual,23.4,1248,74.0,5,725000,0
5825,Hyundai Grand,Hyundai,Grand,6,48728,Dealer,Diesel,Manual,24.0,1120,70.0,5,480000,0
5826,Hyundai Grand,Hyundai,Grand,6,63165,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000,3
5827,Hyundai Grand,Hyundai,Grand,6,45000,Individual,Petrol,Manual,18.9,1197,82.0,5,400000,3
5828,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,46001,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1650000,2
5829,Maruti Vitara,Maruti,Vitara,4,47000,Dealer,Diesel,Manual,24.3,1248,88.5,5,950000,0
5830,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,70000,Individual,Diesel,Automatic,11.5,2987,210.0,5,1800000,2
5831,Maruti Swift Dzire,Maruti,Swift Dzire,5,72300,Dealer,Diesel,Manual,28.4,1248,74.02,5,665000,0
5832,Volkswagen Polo,Volkswagen,Polo,3,25000,Individual,Diesel,Manual,20.14,1498,88.0,5,850000,0
5833,Maruti Ertiga,Maruti,Ertiga,8,30000,Dealer,Petrol,Manual,16.02,1373,93.7,7,400000,3
5834,Maruti Wagon R,Maruti,Wagon R,10,62000,Dealer,Petrol,Manual,18.9,998,67.1,5,295000,3
5835,Volkswagen Vento,Volkswagen,Vento,8,180000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000,3
5836,Honda City,Honda,City,8,43000,Dealer,Petrol,Manual,17.8,1497,117.3,5,470000,3
5837,Hyundai Grand,Hyundai,Grand,4,59656,Trustmark Dealer,Diesel,Manual,24.0,1186,73.97,5,532000,0
5838,Toyota Fortuner,Toyota,Fortuner,9,104446,Dealer,Diesel,Manual,12.55,2982,168.5,7,1340000,2
5839,Volkswagen Vento,Volkswagen,Vento,6,74000,Dealer,Diesel,Automatic,21.5,1498,108.5,5,690000,1
5840,Maruti Vitara,Maruti,Vitara,3,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,895000,0
5841,Maruti Baleno,Maruti,Baleno,1,20000,Individual,Petrol,Manual,21.01,1197,81.8,5,700000,1
5842,Volkswagen Polo,Volkswagen,Polo,8,144653,Dealer,Diesel,Manual,22.07,1199,73.9,5,250000,3
5843,Hyundai Verna,Hyundai,Verna,5,28000,Dealer,Petrol,Manual,17.01,1591,121.3,5,740000,1
5844,Audi A4,Audi,A4,7,65000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1850000,2
5845,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000,1
5846,Ford Figo,Ford,Figo,10,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,145000,3
5847,BMW 5,BMW,5,6,113000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,2500000,2
5848,Renault Duster,Renault,Duster,8,80000,Dealer,Diesel,Manual,19.87,1461,83.8,5,390000,3
5849,Hyundai i20,Hyundai,i20,3,53000,Dealer,Diesel,Manual,22.54,1396,88.76,5,690000,0
5850,Ford Figo,Ford,Figo,10,73000,Dealer,Diesel,Manual,20.0,1399,68.05,5,335000,3
5851,Hyundai Grand,Hyundai,Grand,4,5238,Dealer,Petrol,Manual,18.9,1197,81.86,5,595000,1
5852,Honda Amaze,Honda,Amaze,4,71000,Dealer,Diesel,Manual,25.8,1498,98.6,5,575000,0
5853,Maruti Alto,Maruti,Alto,8,24000,Individual,Petrol,Manual,22.74,796,47.3,5,270000,3
5854,Honda City,Honda,City,12,90000,Individual,Petrol,Manual,16.8,1497,116.4,5,265000,3
5855,Hyundai Creta,Hyundai,Creta,4,79000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000,0
5856,Maruti Swift Dzire,Maruti,Swift Dzire,3,35000,Individual,Diesel,Manual,28.4,1248,74.02,5,785000,0
5857,Maruti Swift,Maruti,Swift,7,63699,Dealer,Petrol,Manual,21.21,1197,81.8,5,355000,3
5858,Honda City,Honda,City,10,30000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000,3
5859,Maruti Swift,Maruti,Swift,6,40000,Dealer,Petrol,Manual,22.0,1197,81.8,5,470000,3
5860,Honda City,Honda,City,4,30000,Dealer,Petrol,Manual,17.8,1497,117.3,5,925000,1
5861,Maruti Ciaz,Maruti,Ciaz,5,60000,Individual,Diesel,Manual,28.09,1248,88.5,5,710000,0
5862,Maruti Swift,Maruti,Swift,9,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,380000,0
5863,Maruti Swift,Maruti,Swift,13,96000,Dealer,Diesel,Manual,17.8,1248,75.0,5,290000,3
5864,Hyundai Verna,Hyundai,Verna,5,85000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,730000,2
5865,Hyundai Grand,Hyundai,Grand,5,77000,Individual,Petrol,Manual,18.9,1197,82.0,5,500000,3
5866,Maruti Alto,Maruti,Alto,14,55000,Individual,Petrol,Manual,19.7,796,46.3,5,150000,3
5868,Maruti Alto,Maruti,Alto,3,40000,Individual,Petrol,Manual,24.7,796,47.3,5,350000,3
5870,Honda Amaze,Honda,Amaze,5,136900,Dealer,Diesel,Manual,25.8,1498,98.6,5,460000,0
5871,Hyundai Creta,Hyundai,Creta,6,110000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000,0
5872,Maruti Swift Dzire,Maruti,Swift Dzire,5,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,555000,0
5873,Honda Amaze,Honda,Amaze,2,65000,Individual,Diesel,Manual,27.4,1498,98.63,5,650000,0
5874,Toyota Innova,Toyota,Innova,4,130000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1645000,2
5875,BMW 3,BMW,3,10,90000,Dealer,Diesel,Automatic,13.2,1995,170.0,5,1175000,2
5876,Maruti Swift,Maruti,Swift,10,97000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000,3
5877,Renault Triber,Renault,Triber,2,20500,Individual,Petrol,Manual,20.0,999,72.0,7,650000,1
5878,Tata Tiago,Tata,Tiago,3,20000,Individual,Petrol,Automatic,23.84,1199,84.0,5,415000,1
5879,Hyundai Creta,Hyundai,Creta,2,14000,Individual,Diesel,Manual,22.1,1396,88.7,5,1150000,0
5880,Hyundai Verna,Hyundai,Verna,3,15000,Individual,Diesel,Manual,22.0,1582,126.2,5,930000,0
5881,Hyundai i10,Hyundai,i10,11,74000,Dealer,Petrol,Manual,20.36,1197,78.9,5,255000,3
5882,Maruti Baleno,Maruti,Baleno,4,100000,Individual,Diesel,Manual,27.39,1248,74.0,5,700000,0
5883,Ford Ecosport,Ford,Ecosport,5,52214,Dealer,Diesel,Manual,23.0,1498,98.96,5,760000,0
5884,Maruti Alto,Maruti,Alto,10,170000,Individual,Petrol,Manual,19.7,796,46.3,5,300000,3
5885,Mahindra XUV500,Mahindra,XUV500,8,99000,Dealer,Diesel,Manual,15.1,2179,140.0,7,650000,2
5886,Maruti Swift,Maruti,Swift,3,46000,Individual,Petrol,Automatic,22.0,1197,81.8,5,634000,1
5887,Honda City,Honda,City,5,21446,Dealer,Petrol,Manual,16.8,1497,116.3,5,825000,1
5888,Hyundai Grand,Hyundai,Grand,6,42426,Dealer,Petrol,Automatic,18.9,1197,81.86,5,440000,1
5889,Mahindra Scorpio,Mahindra,Scorpio,8,71000,Dealer,Diesel,Manual,12.05,2179,120.0,8,820000,2
5890,Maruti Celerio,Maruti,Celerio,6,35330,Dealer,Diesel,Manual,27.62,793,47.0,5,489000,0
5891,Ford Figo,Ford,Figo,10,66000,Dealer,Diesel,Manual,20.0,1399,68.0,5,310000,3
5892,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,670000,0
5893,Hyundai i10,Hyundai,i10,10,75000,Dealer,Petrol,Manual,20.36,1197,78.9,5,345000,3
5894,Hyundai Verna,Hyundai,Verna,4,22000,Individual,Petrol,Manual,17.01,1591,121.3,5,875000,1
5895,Ford Ecosport,Ford,Ecosport,6,59636,Dealer,Diesel,Manual,23.0,1498,98.96,5,731000,0
5896,Maruti Celerio,Maruti,Celerio,3,8300,Individual,Petrol,Manual,23.1,998,67.04,5,450000,1
5897,Hyundai i10,Hyundai,i10,10,94000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,365000,3
5898,BMW 3,BMW,3,6,87000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,2480000,2
5899,Hyundai Grand,Hyundai,Grand,5,60000,Individual,Petrol,Automatic,18.9,1197,81.86,5,400000,1
5900,Hyundai i10,Hyundai,i10,7,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,220000,3
5901,Hyundai i10,Hyundai,i10,10,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5,295000,3
5902,Hyundai Grand,Hyundai,Grand,6,50000,Individual,Diesel,Manual,24.0,1120,70.0,5,470000,0
5903,Maruti Eeco,Maruti,Eeco,10,79345,Dealer,Petrol,Manual,15.37,1196,73.0,7,235000,3
5904,Honda Amaze,Honda,Amaze,5,103092,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000,0
5905,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,134000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1200000,2
5906,Maruti Wagon R,Maruti,Wagon R,13,90000,Individual,LPG,Manual,17.3,1061,57.5,5,190000,0
5907,Hyundai i10,Hyundai,i10,9,57390,Dealer,Petrol,Manual,20.36,1197,78.9,5,382000,3
5908,Maruti Swift Dzire,Maruti,Swift Dzire,4,49000,Dealer,Diesel,Manual,19.3,1248,73.9,5,715000,0
5909,Hyundai i10,Hyundai,i10,12,79497,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000,3
5910,Hyundai i20,Hyundai,i20,7,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,444000,0
5911,Tata Tiago,Tata,Tiago,3,35093,Dealer,Diesel,Manual,27.28,1047,69.0,5,440000,0
5912,Honda City,Honda,City,4,46497,Dealer,Petrol,Automatic,18.0,1497,117.6,5,930000,1
5913,Ford Figo,Ford,Figo,5,40000,Individual,Petrol,Manual,18.16,1196,86.8,5,400000,3
5914,Honda Amaze,Honda,Amaze,2,7000,Individual,Petrol,Manual,19.5,1199,88.76,5,715000,1
5915,Hyundai i20,Hyundai,i20,3,15000,Dealer,Petrol,Manual,18.6,1197,81.83,5,660000,1
5916,Hyundai Santro,Hyundai,Santro,2,5000,Individual,Petrol,Manual,20.3,1086,68.0,5,450000,1
5917,Maruti Alto,Maruti,Alto,10,40000,Individual,Petrol,Manual,20.92,998,67.1,5,240000,3
5919,Maruti Alto,Maruti,Alto,11,50000,Individual,Petrol,Manual,20.92,998,67.1,5,225000,3
5920,Maruti Swift,Maruti,Swift,10,70000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000,3
5921,Volkswagen Polo,Volkswagen,Polo,6,72477,Dealer,Petrol,Manual,16.47,1198,74.0,5,465000,3
5922,Hyundai i20,Hyundai,i20,9,23000,Dealer,Diesel,Manual,21.9,1396,88.76,5,435000,3
5923,Renault KWID,Renault,KWID,5,45000,Individual,Petrol,Manual,25.17,799,53.3,5,225000,3
5924,Maruti Swift,Maruti,Swift,8,64529,Dealer,Petrol,Manual,18.6,1197,85.8,5,400000,3
5925,Maruti Vitara,Maruti,Vitara,2,19000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1035000,1
5926,Maruti Ciaz,Maruti,Ciaz,2,15000,Individual,Diesel,Manual,26.32,1498,93.87,5,870000,0
5927,Hyundai i20,Hyundai,i20,12,50000,Individual,Petrol,Manual,17.0,1197,80.0,5,300000,3
5928,Volkswagen Vento,Volkswagen,Vento,9,122628,Dealer,Diesel,Manual,20.54,1598,103.6,5,320000,3
5929,Ford Aspire,Ford,Aspire,3,21450,Dealer,Petrol,Manual,18.16,1196,86.8,5,585000,1
5930,Volkswagen Vento,Volkswagen,Vento,2,10000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,1150000,1
5931,Hyundai Creta,Hyundai,Creta,5,57000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1075000,0
5932,Volkswagen Vento,Volkswagen,Vento,7,72806,Dealer,Diesel,Manual,20.34,1498,103.2,5,611000,0
5933,Hyundai Grand,Hyundai,Grand,5,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,400000,3
5934,Hyundai i20,Hyundai,i20,4,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,700000,1
5935,Honda City,Honda,City,4,25000,Individual,Petrol,Automatic,18.0,1497,117.3,5,1100000,1
5936,Hyundai Creta,Hyundai,Creta,4,43000,Dealer,Petrol,Manual,13.0,1591,121.3,5,1050000,1
5937,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,72000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1400000,2
5938,Hyundai Verna,Hyundai,Verna,4,40728,Dealer,Diesel,Manual,22.0,1582,126.2,5,850000,0
5939,Hyundai Verna,Hyundai,Verna,14,82000,Dealer,Petrol,Manual,13.9,1599,103.2,5,245000,3
5940,Maruti Swift,Maruti,Swift,11,107600,Dealer,Diesel,Manual,17.8,1248,75.0,5,400000,3
5942,Hyundai i20,Hyundai,i20,11,97845,Dealer,Diesel,Manual,21.27,1396,88.76,5,320000,3
5943,Maruti Wagon R,Maruti,Wagon R,7,25932,Dealer,Petrol,Manual,21.79,998,67.05,5,382000,1
